Ticker,Risk
KMB,0.21476172216957745
KIM,0.4184828583248181
KMI,0.3161833379013045
KLAC,0.44356207479369947
KHC,0.2840950434511234
KR,0.28976344518312014
LHX,0.28214605237490653
LH,0.30515211397084885
LRCX,0.47212717897119455
LW,0.3659575033526001
LVS,0.44864836976874234
LDOS,0.2929881801750289
LEN,0.4281827645575391
LIN,0.2622805866364923
LYV,0.45974054678425597
LKQ,0.3806352595861251
LMT,0.2581819712942276
L,0.3164768110058185
LOW,0.3303635721238544
LULU,0.39880864613450245
LYB,0.4042919876154639
MTB,0.4020051816343
MRO,0.5862705774187823
MPC,0.4733073298435856
MKTX,0.3822475896635386
MAR,0.3951348854281942
MMC,0.23510209471347468
MLM,0.34468283708299113
MAS,0.3131368262069933
MA,0.3138656076178876
MTCH,0.5023257388979971
MKC,0.2627901062013363
MCD,0.23064257087090248
MCK,0.28997060300293803
MDT,0.2625569762051057
MRK,0.22945445917099358
META,0.44205768983415783
MET,0.34661880533862494
MTD,0.3142090148178629
MGM,0.5422214057729596
MCHP,0.43253083361133404
MU,0.45321491198203917
MSFT,0.30288354900138387
MAA,0.2839127272828341
MRNA,0.7352043246745745
MHK,0.4752044064595492
MOH,0.35472108435003497
TAP,0.31219392947246083
MDLZ,0.21694336684650278
MPWR,0.5060886567784924
MNST,0.2671012441326201
MCO,0.31798749051481673
MS,0.3511988160422944
MOS,0.520282064224414
MSI,0.2811624837061809
MSCI,0.36256338446692943
NDAQ,0.27828091372210606
NTAP,0.37117939037699443
NFLX,0.4567640312637222
NEM,0.34869573977068063
NWSA,0.33933119292166786
NWS,0.3429783619628447
NEE,0.2923200384398008
NKE,0.3312506924424535
NI,0.2708043125321897
NDSN,0.3090619902622453
NSC,0.30662776670312963
NTRS,0.35265637503531594
NOC,0.2786752244195124
NCLH,0.7692885859193787
NRG,0.3550093590767873
NUE,0.4007502829090965
NVDA,0.5165396791575403
NVR,0.3677409869375753
NXPI,0.43148358563171224
ORLY,0.27744024371036613
OXY,0.6296541724399392
ODFL,0.34003349815721284
OMC,0.3140246860119944
ON,0.5579422877117068
OKE,0.4836873954013553
ORCL,0.3125944078667172
OTIS,0.23962967687805914
PCAR,0.2681282925385293
PKG,0.29532786736957484
PANW,0.4156811629009415
PARA,0.579426815543421
PH,0.3640700048154157
PAYX,0.29078614204763237
PAYC,0.4986065510278414
PYPL,0.4421202230033509
PNR,0.32614261110318904
PEP,0.2164244321421125
PFE,0.2671752919547437
PCG,0.592846900424249
PM,0.2531600982408923
PSX,0.4220095071562384
PNW,0.2742512546419964
PXD,0.4677808181754138
PNC,0.35515110633690783
POOL,0.35738568400065435
PPG,0.3033956086865576
PPL,0.2699550656642852
PFG,0.37981047651565586
PG,0.2103777833794661
PGR,0.2737448816669024
PLD,0.30926531721395223
PRU,0.37836074798932673
PEG,0.24995477743302758
PTC,0.3638795798646258
PSA,0.26033431051453343
PHM,0.4219325976958057
QRVO,0.4269413775018474
PWR,0.35707990851456345
QCOM,0.4029902849550698
DGX,0.26331890745036923
RL,0.4288955009777417
RJF,0.35520824715712845
RTX,0.3285546693015375
O,0.31216687087598205
REG,0.3775053807546418
REGN,0.3109170725115763
RF,0.4288162552300756
RSG,0.21884218131604924
RMD,0.341966713868107
RVTY,0.324898046836083
RHI,0.34117738880935333
ROK,0.34839479027323467
ROL,0.28684174952767555
ROP,0.25559871443721227
ROST,0.3743942420889484
RCL,0.6589721387449653
SPGI,0.2961959498804633
CRM,0.38372521552207445
SBAC,0.3099820119155007
SLB,0.49465193108520494
STX,0.3803227374367875
SRE,0.27440796376101084
NOW,0.42150227925212674
SHW,0.2984763437497483
SPG,0.4777390693076632
SWKS,0.4070337910790118
SJM,0.23934192736733553
SNA,0.30658533808985033
SO,0.26301128444268634
LUV,0.40268059644282744
SWK,0.406196376858152
SBUX,0.3069508710033587
STT,0.3902639344992405
STLD,0.4418619953919609
STE,0.28707221695278107
SYK,0.3061052175450414
SYF,0.450888370198318
SNPS,0.34915110329568483
SYY,0.3720882589247932
TMUS,0.2739808623598621
TROW,0.34820251242607486
TTWO,0.34731053595083516
TPR,0.5175197013613544
TRGP,0.5921635242519142
TGT,0.35379673555036834
TEL,0.31230323064113696
TDY,0.31226755500456055
TFX,0.3302103855212844
TER,0.4423065010100469
TSLA,0.6443868001279216
TXN,0.3084920068043736
TXT,0.39373329913330035
TMO,0.2810527630054163
TJX,0.31565329448617346
TSCO,0.3009559874089002
TT,0.3030187867809612
TDG,0.4025165699594411
TRV,0.28591362501579476
TRMB,0.37706951908151715
TFC,0.41176075346403096
TYL,0.31329588229976496
TSN,0.3161250865554039
USB,0.3718574311874837
UBER,0.5466314300072836
UDR,0.30584622783422133
ULTA,0.4312689308873345
UNP,0.2780688804502747
UAL,0.5996357763767222
UPS,0.3014356200217315
URI,0.45419464809735094
UNH,0.29215790943569503
UHS,0.3925361968286763
VLO,0.48213032073185547
VTR,0.4440203727447128
VLTO,0.09147523215915386
VRSN,0.27970670428464717
VRSK,0.2606764798853522
VZ,0.20635275870418568
VRTX,0.315308023033803
VFC,0.4551878786360219
VTRS,0.38947589009364214
VICI,0.3436208539125665
V,0.2778362356803758
VMC,0.3283249321672777
WRB,0.2918229512825634
WAB,0.34807398632758596
WBA,0.34557184467808194
WMT,0.2197067268936756
DIS,0.33551783622172765
WBD,0.5181420603550729
WM,0.21918765334669355
WAT,0.31234376459525004
WEC,0.260087076445857
WFC,0.3796322210043414
WELL,0.4006337304021541
WST,0.33181014386417707
WDC,0.4922670131591538
WRK,0.41357353150219844
WY,0.3864666879956821
WHR,0.4050343631983347
WMB,0.35127128060310336
WTW,0.27534862328083143
GWW,0.2949776382981172
WYNN,0.543044810310532
XEL,0.25219156465702836
XYL,0.3100114888525884
YUM,0.2588296965590389
ZBRA,0.4168337301997546
ZBH,0.31191428496780543
ZION,0.4723008574691176
ZTS,0.28668469115944784
PORTFOLIO,0.22431337706244342
